#data counter step time
3.500000 1 55 1216.5
2.500000 2 66 1219.5
6.000000 3 69 1222.0
2.500000 4 80 1224.5
2.500000 5 107 1266.5
4.000000 6 112 1269.0
2.500000 7 162 1319.5
4.000000 8 192 1322.0
5.500000 9 227 1324.5
7.000000 10 245 1327.0
8.500000 11 250 1329.5
10.000000 12 255 1332.0
11.500000 13 260 1334.5
13.000000 14 267 1337.0
14.500000 15 271 1339.5
16.000000 16 275 1342.0
2.500000 17 290 1414.5
