#data counter step time
1 1 63 1217.0
0 2 65 1219.5
1 3 77 1222.0
0 4 79 1224.5
1 5 98 1264.0
0 6 106 1266.5
1 7 108 1266.5
0 8 111 1269.0
1 9 134 1317.0
0 10 161 1319.5
1 11 163 1319.5
0 12 188 1322.0
1 13 198 1322.0
0 14 226 1324.5
1 15 229 1324.5
0 16 244 1327.0
1 17 247 1327.0
0 18 249 1329.5
1 19 252 1329.5
0 20 254 1332.0
1 21 257 1332.0
0 22 259 1334.5
1 23 262 1334.5
0 24 264 1337.0
1 25 265 1337.0
0 26 269 1339.5
1 27 270 1339.5
0 28 274 1342.0
1 29 287 1412.0
0 30 289 1414.5
