#data counter step time
0.000000 1 57 617.0
0.000000 2 71 622.0
0.000000 3 92 664.0
0.000000 4 100 665.0
0.000000 5 130 717.0
0.000000 6 142 718.0
0.500000 7 160 719.5
0.500000 8 174 720.5
1.000000 9 193 722.0
1.000000 10 206 723.0
1.500000 11 233 724.5
1.500000 12 245 725.5
2.000000 13 258 727.0
2.000000 14 263 728.0
0.000000 15 281 812.0
